,comments,sentiments,clean_comments
260,Aba feri naya shashan suru vako cha tyo pani antya hunalai dherai jana sahid hudai chan..,0,aba feri naya shashan suru vako cha tyo pani antya hunalai dherai jana sahid hudai chan
261,"Hello sir, Ram Bahadur Bomjon ko case ma video banaunu na sir",1,hello sir ram bahadur bomjon ko case video banaunu na sir
262,great,1,great
263,Awesome,1,awesome
264,Bro yespaxi kasari Rana sasan ko antya vayo tesko ni video banau na ,0,bro yespaxi kasari rana sasan ko antya vayo tesko ni video banau na
265,Wait for next part,1,wait next part
266,I wanted to know what/how happened next,1,want know whathow happen next
267,Lakhan Thapa ko barema pani vdo banaunu na.. please,0,lakhan thapa ko barema pani vdo banaunu na please
268,"Next part .....needed ::
Tri party agreement of delhi.......
And  rise of bp koirala...
Establishment of monarchy ....",0,next part need tri party agreement delhi rise bp koirala establishment monarchy
269,aba ahile ko sarkar dhalna pani yestai bir haru uthnu parxa. Ra sabai janta ko saath hunu parxa. There should be a big revolution again in this country,0,aba ahile ko sarkar dhalna pani yestai bir haru uthnu parxa ra sabai janta ko saath hunu parxa big revolution country
270,i  am your fan bro...... please review and guide me with my videos,1,fan bro please review guide video
271,Aankha bata aasu aayo,0,aankha bata aasu aayo
272,"Yeti ramro ra dherie information ta Kasai lie tha xaina hola
Good luck",1,yeti ramro ra dherie information ta kasai lie tha xaina hola good luck
273,Fun Fact: Jay Nepal vanne pailo bekti Sukraraj Sastri Thiye,1,fun fact jay nepal vanne pailo bekti sukraraj sastri thiye
274,Bro timi yo partma ali fast vako daikheyo yasto mailai first time experience garai timro videoma,1,bro timi yo partma ali fast vako daikheyo yasto mailai first time experience garai timro videoma
275,What happened after that we are super excited,1,happen super excited
276,5 more minutes to go. And then... ,1,5 minute go
277,Best video,1,best video
278,And today also there are ranas living in Nepal with all powers and class ...how,1,today also ranas live nepal power class
279,Ramro sir ji,1,ramro sir ji
280,bad video misinformation I didn't didnt liked it at all. i hate it,0,bad video misinformation did'nt didnt like hate
281,I am very sad that they had to sacrifice for the country,0,sad sacrifice country
282,i did not like the way you talk,0,did not like way talk
283,some of the data are wrong and poorly reserached,0,data wrong poor research
284,i wasn't happy watching this wasnt was not but i was sad,0,wasn't happy watch wasnt was not sad
285,The datas are not arent are'nt right.It isnt is'nt is not good.,0,data are not arent are'nt right isnt is'nt is not good
286,Aba raja lay kasari rana ko birod garay ra india gara k k agreement bhayo tesko baray ma documentary banauna paryo next episode ma,0,aba raja lay kasari rana ko birod garay ra india gara k k agreement bhayo tesko baray documentary banauna paryo next episode
287,Babbal,1,babbal
288,It’s Bhoto Jatra not Bhote Jatra sir,0,it s bhoto jatra bhote jatra sir
289,rana regime destroy kasari vayo twsko ni part chaiyo,0,rana regime destroy kasari vayo twsko ni part chaiyo
290,Next story sugaulu treaty?,1,next story sugaulu treaty
291,Bro asti ko hindu vs budhidist bare vedio banaunw sakxauu bhaney bro,1,bro asti ko hindu v budhidist bare vedio banaunw sakxauu bhaney bro
292,bir sahid amar rahun ,1,bir sahid amar rahun
293,कोत पर्वको बारेमा पनि video बनाऊनू परेऊ,1,video
294,How many going to watch this series again,1,many go watch series
295,What happens after this sir?,1,happens sir
296,"how did it even start?????
Prithivi Narayan Shah was the king his son and grandson were supposed to in power?? how did Ranas came to power? and I heard there were good things that ranas did for the people too 
there still are too many unknown things",0,even start prithivi narayan shah king son grandson suppose power rana come power heard good thing ranas people still many unknown thing
297,part 4 haina hola bro part 3 hola,0,part 4 haina hola bro part 3 hola
298,recap bhanera sano part could be better... to recall pre. Part,0,recap bhanera sano part could better recall pre part
299,Still need to fight for the system of Nepal its not different than rana regime,1,still need fight system nepal different rana regime
300,lakhan thapa story now please,1,lakhan thapa story please
301,The Nepali comment️,1,nepali comment
302,This shouldn't be the last part..... We want more,1,shouldnt last part want
303,Freedom isn't free they fought it!,0,freedom isnt free fought
304,Dai ko tah Social Studies ma A++ aouthiyo jasto xa,1,dai ko tah social study aouthiyo jasto xa
305,Beat series in yt fr,1,beat series yt fr
306,want to support you guys please provide any payment method,1,want support guy please provide payment method
307,"Will you please research about banking business in nepal.
Some people says banks are frauding with us.
We really wants to the truth",0,please research banking business nepal people say bank frauding u really want truth
308,3 crores hat ko Salam!,1,3 crore hat ko salam
309,Thanks,1,thanks
310,Hi brother ! Aaile yo rabi lammichane le bhaneko 12 bhai patrakar haru ko detail ma video banaunuss  na,1,hi brother aaile yo rabi lammichane le bhaneko 12 bhai patrakar haru ko detail video banaunuss na
